strategy,model,calibration,n_splits,roc_auc_mean,roc_auc_se,pr_auc_mean,pr_auc_se,log_loss_mean,log_loss_se,brier_mean,brier_se,slope_mean,slope_se,intercept_mean,intercept_se,ece10_mean,ece10_se
enet_sigmoid,enet,sigmoid,100,0.9945683364254794,8.129018266681267e-4,0.9934643482401971,8.437559909300016e-4,0.08092216166404742,0.005689626168389043,0.02027222373729683,0.001170193552321173,38.60618892799368,10.333710942166558,-7.2894132331241295,4.42554543387667,0.025421265936585478,0.001169528387841295
enet_raw,enet,raw,100,0.9945683364254794,8.129018266681267e-4,0.9934643482401971,8.437559909300016e-4,0.08941657570094128,0.0041839625421667016,0.02257841793039506,0.0010818034977454548,56.09315485278842,14.55203115036627,7.693027331043206,4.17504556868093,0.03575078358801663,0.0012920330698379025
ridge_sigmoid,ridge,sigmoid,100,0.9945037105751392,8.02432741422029e-4,0.9932634917550097,8.607254980653289e-4,0.08245201397924186,0.005589002821764377,0.020825148742869073,0.0011860494449243656,52.758135813029774,33.313730074232915,52.51847890297576,53.26800587555954,0.025353297928777087,0.0011830955631929915
ridge_raw,ridge,raw,100,0.9945037105751392,8.02432741422029e-4,0.9932634917550097,8.607254980653289e-4,0.11946906018564053,0.003120789626028345,0.029427162892988985,0.0010418560868280826,114.19227272031777,69.87687873375612,86.52661102255263,69.92663378563051,0.06181098181304591,0.001801457931682082
lasso_sigmoid,lasso,sigmoid,100,0.993439393939394,0.0010975888500218604,0.992790885048539,9.877248497127521e-4,0.09095744477450689,0.006856196300399292,0.02229889435415047,0.0011502925658741108,473.26518239407756,429.0207418821161,222.94232106803736,225.38954682072682,0.027962585619708283,0.0012762814870702038
lasso_raw,lasso,raw,100,0.993439393939394,0.0010975888500218604,0.992790885048539,9.877248497127521e-4,0.10028809351510362,0.00477197952352454,0.025335775497804164,0.001113804356032262,820.0925261038218,754.2400627191754,490.8630713219371,476.842886219276,0.04264265662142144,0.0018650159028136069
lasso_isotonic,lasso,isotonic,100,0.9920963718820862,0.0010634513584498449,0.9915614370075377,9.130859404917566e-4,0.09826692880960929,0.008851280430109411,0.022945222393585794,0.0012562544286625716,11.385476329578928,2.965370671773139,3.571979654569606,3.605024588389336,0.027588167588457974,0.0012885337665373155
ridge_isotonic,ridge,isotonic,100,0.9919720933828077,0.0010872463997835462,0.9906398513476246,0.0011517068717169332,0.10842668765215564,0.010625044780843312,0.01938189640672632,0.0012883834412475382,14.66686884475143,3.153405810065,12.413563868776297,6.092464335122162,0.024248388790451977,0.0011443844755156913
enet_isotonic,enet,isotonic,100,0.9918871023156738,0.00119520655426263,0.9914098705696162,0.0011206468917960585,0.10280202315768187,0.010812629312078926,0.01989385312105911,0.0013924348249555773,17.988596103145795,7.840370969218573,16.861982198130985,12.730378222565324,0.025348726920497004,0.0012800794223831687
