split_id,strategy,model,feature,selection_freq,stable_selected,mean_jaccard_subsample,mean_k_selected,alpha,lambda
16,enet_raw,enet,mean_concavity,1,1,0.8301355759039689,21.1,0.5,0.006063607268127034
16,enet_raw,enet,mean_concave_points,1,1,0.8301355759039689,21.1,0.5,0.006063607268127034
16,enet_raw,enet,mean_symmetry,0.24,0,0.8301355759039689,21.1,0.5,0.006063607268127034
16,enet_raw,enet,mean_fractal_dimension,0.935,1,0.8301355759039689,21.1,0.5,0.006063607268127034
16,enet_raw,enet,se_radius,0.99,1,0.8301355759039689,21.1,0.5,0.006063607268127034
16,enet_raw,enet,se_texture,0.5,0,0.8301355759039689,21.1,0.5,0.006063607268127034
16,enet_raw,enet,se_perimeter,0.73,0,0.8301355759039689,21.1,0.5,0.006063607268127034
16,enet_raw,enet,se_area,0.99,1,0.8301355759039689,21.1,0.5,0.006063607268127034
16,enet_raw,enet,se_smoothness,0.42,0,0.8301355759039689,21.1,0.5,0.006063607268127034
16,enet_raw,enet,se_compactness,0.635,0,0.8301355759039689,21.1,0.5,0.006063607268127034
16,enet_raw,enet,se_concavity,0.025,0,0.8301355759039689,21.1,0.5,0.006063607268127034
16,enet_raw,enet,se_concave_points,0.05,0,0.8301355759039689,21.1,0.5,0.006063607268127034
16,enet_raw,enet,se_symmetry,0.38,0,0.8301355759039689,21.1,0.5,0.006063607268127034
16,enet_raw,enet,se_fractal_dimension,0.885,1,0.8301355759039689,21.1,0.5,0.006063607268127034
16,enet_raw,enet,worst_radius,1,1,0.8301355759039689,21.1,0.5,0.006063607268127034
16,enet_raw,enet,worst_texture,1,1,0.8301355759039689,21.1,0.5,0.006063607268127034
16,enet_raw,enet,worst_perimeter,1,1,0.8301355759039689,21.1,0.5,0.006063607268127034
16,enet_raw,enet,worst_area,1,1,0.8301355759039689,21.1,0.5,0.006063607268127034
16,enet_raw,enet,worst_smoothness,1,1,0.8301355759039689,21.1,0.5,0.006063607268127034
16,enet_raw,enet,worst_compactness,0.085,0,0.8301355759039689,21.1,0.5,0.006063607268127034
16,enet_raw,enet,worst_concavity,0.995,1,0.8301355759039689,21.1,0.5,0.006063607268127034
16,enet_raw,enet,worst_concave_points,1,1,0.8301355759039689,21.1,0.5,0.006063607268127034
16,enet_raw,enet,worst_symmetry,1,1,0.8301355759039689,21.1,0.5,0.006063607268127034
16,enet_raw,enet,worst_fractal_dimension,0.17,0,0.8301355759039689,21.1,0.5,0.006063607268127034
17,lasso_raw,lasso,mean_radius,0.105,0,0.62298133619082,11.57,1,0.003653875696940335
17,lasso_raw,lasso,mean_texture,0.445,0,0.62298133619082,11.57,1,0.003653875696940335
17,lasso_raw,lasso,mean_perimeter,0,0,0.62298133619082,11.57,1,0.003653875696940335
17,lasso_raw,lasso,mean_area,0.035,0,0.62298133619082,11.57,1,0.003653875696940335
17,lasso_raw,lasso,mean_smoothness,0.02,0,0.62298133619082,11.57,1,0.003653875696940335
17,lasso_raw,lasso,mean_compactness,0.02,0,0.62298133619082,11.57,1,0.003653875696940335
17,lasso_raw,lasso,mean_concavity,0.215,0,0.62298133619082,11.57,1,0.003653875696940335
17,lasso_raw,lasso,mean_concave_points,0.81,1,0.62298133619082,11.57,1,0.003653875696940335
17,lasso_raw,lasso,mean_symmetry,0.16,0,0.62298133619082,11.57,1,0.003653875696940335
17,lasso_raw,lasso,mean_fractal_dimension,0.395,0,0.62298133619082,11.57,1,0.003653875696940335
17,lasso_raw,lasso,se_radius,0.89,1,0.62298133619082,11.57,1,0.003653875696940335
17,lasso_raw,lasso,se_texture,0.21,0,0.62298133619082,11.57,1,0.003653875696940335
17,lasso_raw,lasso,se_perimeter,0.01,0,0.62298133619082,11.57,1,0.003653875696940335
17,lasso_raw,lasso,se_area,0.025,0,0.62298133619082,11.57,1,0.003653875696940335
17,lasso_raw,lasso,se_smoothness,0.575,0,0.62298133619082,11.57,1,0.003653875696940335
17,lasso_raw,lasso,se_compactness,0.765,1,0.62298133619082,11.57,1,0.003653875696940335
17,lasso_raw,lasso,se_concavity,0.02,0,0.62298133619082,11.57,1,0.003653875696940335
17,lasso_raw,lasso,se_concave_points,0.045,0,0.62298133619082,11.57,1,0.003653875696940335
17,lasso_raw,lasso,se_symmetry,0.28,0,0.62298133619082,11.57,1,0.003653875696940335
17,lasso_raw,lasso,se_fractal_dimension,0.605,0,0.62298133619082,11.57,1,0.003653875696940335
17,lasso_raw,lasso,worst_radius,0.995,1,0.62298133619082,11.57,1,0.003653875696940335
17,lasso_raw,lasso,worst_texture,0.985,1,0.62298133619082,11.57,1,0.003653875696940335
17,lasso_raw,lasso,worst_perimeter,0.055,0,0.62298133619082,11.57,1,0.003653875696940335
17,lasso_raw,lasso,worst_area,0.035,0,0.62298133619082,11.57,1,0.003653875696940335
17,lasso_raw,lasso,worst_smoothness,0.885,1,0.62298133619082,11.57,1,0.003653875696940335
17,lasso_raw,lasso,worst_compactness,0.005,0,0.62298133619082,11.57,1,0.003653875696940335
17,lasso_raw,lasso,worst_concavity,0.935,1,0.62298133619082,11.57,1,0.003653875696940335
17,lasso_raw,lasso,worst_concave_points,0.975,1,0.62298133619082,11.57,1,0.003653875696940335
17,lasso_raw,lasso,worst_symmetry,0.945,1,0.62298133619082,11.57,1,0.003653875696940335
17,lasso_raw,lasso,worst_fractal_dimension,0.125,0,0.62298133619082,11.57,1,0.003653875696940335
17,enet_raw,enet,mean_radius,0.405,0,0.6354670247961884,14.95,0.9,0.004455693407396774
17,enet_raw,enet,mean_texture,0.565,0,0.6354670247961884,14.95,0.9,0.004455693407396774
17,enet_raw,enet,mean_perimeter,0.235,0,0.6354670247961884,14.95,0.9,0.004455693407396774
17,enet_raw,enet,mean_area,0.35,0,0.6354670247961884,14.95,0.9,0.004455693407396774
17,enet_raw,enet,mean_smoothness,0.02,0,0.6354670247961884,14.95,0.9,0.004455693407396774
17,enet_raw,enet,mean_compactness,0.01,0,0.6354670247961884,14.95,0.9,0.004455693407396774
17,enet_raw,enet,mean_concavity,0.325,0,0.6354670247961884,14.95,0.9,0.004455693407396774
17,enet_raw,enet,mean_concave_points,0.935,1,0.6354670247961884,14.95,0.9,0.004455693407396774
17,enet_raw,enet,mean_symmetry,0.13,0,0.6354670247961884,14.95,0.9,0.004455693407396774
17,enet_raw,enet,mean_fractal_dimension,0.465,0,0.6354670247961884,14.95,0.9,0.004455693407396774
17,enet_raw,enet,se_radius,0.925,1,0.6354670247961884,14.95,0.9,0.004455693407396774
17,enet_raw,enet,se_texture,0.2,0,0.6354670247961884,14.95,0.9,0.004455693407396774
17,enet_raw,enet,se_perimeter,0.055,0,0.6354670247961884,14.95,0.9,0.004455693407396774
17,enet_raw,enet,se_area,0.22,0,0.6354670247961884,14.95,0.9,0.004455693407396774
17,enet_raw,enet,se_smoothness,0.525,0,0.6354670247961884,14.95,0.9,0.004455693407396774
17,enet_raw,enet,se_compactness,0.77,1,0.6354670247961884,14.95,0.9,0.004455693407396774
17,enet_raw,enet,se_concavity,0.005,0,0.6354670247961884,14.95,0.9,0.004455693407396774
17,enet_raw,enet,se_concave_points,0.05,0,0.6354670247961884,14.95,0.9,0.004455693407396774
17,enet_raw,enet,se_symmetry,0.29,0,0.6354670247961884,14.95,0.9,0.004455693407396774
17,enet_raw,enet,se_fractal_dimension,0.65,0,0.6354670247961884,14.95,0.9,0.004455693407396774
17,enet_raw,enet,worst_radius,1,1,0.6354670247961884,14.95,0.9,0.004455693407396774
17,enet_raw,enet,worst_texture,1,1,0.6354670247961884,14.95,0.9,0.004455693407396774
17,enet_raw,enet,worst_perimeter,0.875,1,0.6354670247961884,14.95,0.9,0.004455693407396774
17,enet_raw,enet,worst_area,0.975,1,0.6354670247961884,14.95,0.9,0.004455693407396774
17,enet_raw,enet,worst_smoothness,0.93,1,0.6354670247961884,14.95,0.9,0.004455693407396774
17,enet_raw,enet,worst_compactness,0.005,0,0.6354670247961884,14.95,0.9,0.004455693407396774
17,enet_raw,enet,worst_concavity,0.955,1,0.6354670247961884,14.95,0.9,0.004455693407396774
17,enet_raw,enet,worst_concave_points,1,1,0.6354670247961884,14.95,0.9,0.004455693407396774
17,enet_raw,enet,worst_symmetry,0.955,1,0.6354670247961884,14.95,0.9,0.004455693407396774
17,enet_raw,enet,worst_fractal_dimension,0.125,0,0.6354670247961884,14.95,0.9,0.004455693407396774
18,lasso_raw,lasso,mean_radius,0.055,0,0.5597947009639687,10.355,1,0.005296246338895291
18,lasso_raw,lasso,mean_texture,0.305,0,0.5597947009639687,10.355,1,0.005296246338895291
18,lasso_raw,lasso,mean_perimeter,0.01,0,0.5597947009639687,10.355,1,0.005296246338895291
18,lasso_raw,lasso,mean_area,0.005,0,0.5597947009639687,10.355,1,0.005296246338895291
18,lasso_raw,lasso,mean_smoothness,0.095,0,0.5597947009639687,10.355,1,0.005296246338895291
18,lasso_raw,lasso,mean_compactness,0.005,0,0.5597947009639687,10.355,1,0.005296246338895291
18,lasso_raw,lasso,mean_concavity,0.405,0,0.5597947009639687,10.355,1,0.005296246338895291
18,lasso_raw,lasso,mean_concave_points,0.78,1,0.5597947009639687,10.355,1,0.005296246338895291
18,lasso_raw,lasso,mean_symmetry,0.105,0,0.5597947009639687,10.355,1,0.005296246338895291
18,lasso_raw,lasso,mean_fractal_dimension,0.315,0,0.5597947009639687,10.355,1,0.005296246338895291
18,lasso_raw,lasso,se_radius,0.89,1,0.5597947009639687,10.355,1,0.005296246338895291
18,lasso_raw,lasso,se_texture,0.07,0,0.5597947009639687,10.355,1,0.005296246338895291
18,lasso_raw,lasso,se_perimeter,0.03,0,0.5597947009639687,10.355,1,0.005296246338895291
18,lasso_raw,lasso,se_area,0.045,0,0.5597947009639687,10.355,1,0.005296246338895291
18,lasso_raw,lasso,se_smoothness,0.205,0,0.5597947009639687,10.355,1,0.005296246338895291
18,lasso_raw,lasso,se_compactness,0.42,0,0.5597947009639687,10.355,1,0.005296246338895291
18,lasso_raw,lasso,se_concavity,0.005,0,0.5597947009639687,10.355,1,0.005296246338895291
18,lasso_raw,lasso,se_concave_points,0.005,0,0.5597947009639687,10.355,1,0.005296246338895291
18,lasso_raw,lasso,se_symmetry,0.075,0,0.5597947009639687,10.355,1,0.005296246338895291
18,lasso_raw,lasso,se_fractal_dimension,0.745,0,0.5597947009639687,10.355,1,0.005296246338895291
18,lasso_raw,lasso,worst_radius,0.96,1,0.5597947009639687,10.355,1,0.005296246338895291
18,lasso_raw,lasso,worst_texture,0.995,1,0.5597947009639687,10.355,1,0.005296246338895291
18,lasso_raw,lasso,worst_perimeter,0.28,0,0.5597947009639687,10.355,1,0.005296246338895291
18,lasso_raw,lasso,worst_area,0.09,0,0.5597947009639687,10.355,1,0.005296246338895291
18,lasso_raw,lasso,worst_smoothness,0.955,1,0.5597947009639687,10.355,1,0.005296246338895291
18,lasso_raw,lasso,worst_compactness,0.005,0,0.5597947009639687,10.355,1,0.005296246338895291
18,lasso_raw,lasso,worst_concavity,0.735,0,0.5597947009639687,10.355,1,0.005296246338895291
18,lasso_raw,lasso,worst_concave_points,0.915,1,0.5597947009639687,10.355,1,0.005296246338895291
18,lasso_raw,lasso,worst_symmetry,0.835,1,0.5597947009639687,10.355,1,0.005296246338895291
18,lasso_raw,lasso,worst_fractal_dimension,0.015,0,0.5597947009639687,10.355,1,0.005296246338895291
18,enet_raw,enet,mean_radius,0.985,1,0.8259101093333382,21.13,0.5,0.008012832258139504
18,enet_raw,enet,mean_texture,0.93,1,0.8259101093333382,21.13,0.5,0.008012832258139504
18,enet_raw,enet,mean_perimeter,0.985,1,0.8259101093333382,21.13,0.5,0.008012832258139504
18,enet_raw,enet,mean_area,0.995,1,0.8259101093333382,21.13,0.5,0.008012832258139504
18,enet_raw,enet,mean_smoothness,0.48,0,0.8259101093333382,21.13,0.5,0.008012832258139504
18,enet_raw,enet,mean_compactness,0.01,0,0.8259101093333382,21.13,0.5,0.008012832258139504
18,enet_raw,enet,mean_concavity,0.985,1,0.8259101093333382,21.13,0.5,0.008012832258139504
18,enet_raw,enet,mean_concave_points,1,1,0.8259101093333382,21.13,0.5,0.008012832258139504
18,enet_raw,enet,mean_symmetry,0.21,0,0.8259101093333382,21.13,0.5,0.008012832258139504
18,enet_raw,enet,mean_fractal_dimension,0.675,0,0.8259101093333382,21.13,0.5,0.008012832258139504
18,enet_raw,enet,se_radius,1,1,0.8259101093333382,21.13,0.5,0.008012832258139504
18,enet_raw,enet,se_texture,0.22,0,0.8259101093333382,21.13,0.5,0.008012832258139504
18,enet_raw,enet,se_perimeter,0.86,1,0.8259101093333382,21.13,0.5,0.008012832258139504
18,enet_raw,enet,se_area,0.995,1,0.8259101093333382,21.13,0.5,0.008012832258139504
18,enet_raw,enet,se_smoothness,0.305,0,0.8259101093333382,21.13,0.5,0.008012832258139504
18,enet_raw,enet,se_compactness,0.835,1,0.8259101093333382,21.13,0.5,0.008012832258139504
18,enet_raw,enet,se_concavity,0.045,0,0.8259101093333382,21.13,0.5,0.008012832258139504
18,enet_raw,enet,se_concave_points,0.095,0,0.8259101093333382,21.13,0.5,0.008012832258139504
18,enet_raw,enet,se_symmetry,0.4,0,0.8259101093333382,21.13,0.5,0.008012832258139504
18,enet_raw,enet,se_fractal_dimension,0.955,1,0.8259101093333382,21.13,0.5,0.008012832258139504
18,enet_raw,enet,worst_radius,1,1,0.8259101093333382,21.13,0.5,0.008012832258139504
18,enet_raw,enet,worst_texture,1,1,0.8259101093333382,21.13,0.5,0.008012832258139504
18,enet_raw,enet,worst_perimeter,1,1,0.8259101093333382,21.13,0.5,0.008012832258139504
18,enet_raw,enet,worst_area,1,1,0.8259101093333382,21.13,0.5,0.008012832258139504
18,enet_raw,enet,worst_smoothness,1,1,0.8259101093333382,21.13,0.5,0.008012832258139504
18,enet_raw,enet,worst_compactness,0.065,0,0.8259101093333382,21.13,0.5,0.008012832258139504
18,enet_raw,enet,worst_concavity,1,1,0.8259101093333382,21.13,0.5,0.008012832258139504
18,enet_raw,enet,worst_concave_points,1,1,0.8259101093333382,21.13,0.5,0.008012832258139504
18,enet_raw,enet,worst_symmetry,0.995,1,0.8259101093333382,21.13,0.5,0.008012832258139504
18,enet_raw,enet,worst_fractal_dimension,0.105,0,0.8259101093333382,21.13,0.5,0.008012832258139504
19,lasso_raw,lasso,mean_radius,0,0,0.5947854118670445,8.66,1,0.007018912097490813
19,lasso_raw,lasso,mean_texture,0.305,0,0.5947854118670445,8.66,1,0.007018912097490813
19,lasso_raw,lasso,mean_perimeter,0,0,0.5947854118670445,8.66,1,0.007018912097490813
19,lasso_raw,lasso,mean_area,0,0,0.5947854118670445,8.66,1,0.007018912097490813
19,lasso_raw,lasso,mean_smoothness,0.025,0,0.5947854118670445,8.66,1,0.007018912097490813
19,lasso_raw,lasso,mean_compactness,0,0,0.5947854118670445,8.66,1,0.007018912097490813
19,lasso_raw,lasso,mean_concavity,0.39,0,0.5947854118670445,8.66,1,0.007018912097490813
19,lasso_raw,lasso,mean_concave_points,0.695,0,0.5947854118670445,8.66,1,0.007018912097490813
19,lasso_raw,lasso,mean_symmetry,0.025,0,0.5947854118670445,8.66,1,0.007018912097490813
19,lasso_raw,lasso,mean_fractal_dimension,0.045,0,0.5947854118670445,8.66,1,0.007018912097490813
19,lasso_raw,lasso,se_radius,0.66,0,0.5947854118670445,8.66,1,0.007018912097490813
19,lasso_raw,lasso,se_texture,0.055,0,0.5947854118670445,8.66,1,0.007018912097490813
19,lasso_raw,lasso,se_perimeter,0.005,0,0.5947854118670445,8.66,1,0.007018912097490813
19,lasso_raw,lasso,se_area,0.05,0,0.5947854118670445,8.66,1,0.007018912097490813
19,lasso_raw,lasso,se_smoothness,0.155,0,0.5947854118670445,8.66,1,0.007018912097490813
19,lasso_raw,lasso,se_compactness,0.21,0,0.5947854118670445,8.66,1,0.007018912097490813
19,lasso_raw,lasso,se_concavity,0,0,0.5947854118670445,8.66,1,0.007018912097490813
19,lasso_raw,lasso,se_concave_points,0,0,0.5947854118670445,8.66,1,0.007018912097490813
19,lasso_raw,lasso,se_symmetry,0,0,0.5947854118670445,8.66,1,0.007018912097490813
19,lasso_raw,lasso,se_fractal_dimension,0.265,0,0.5947854118670445,8.66,1,0.007018912097490813
19,lasso_raw,lasso,worst_radius,0.99,1,0.5947854118670445,8.66,1,0.007018912097490813
19,lasso_raw,lasso,worst_texture,1,1,0.5947854118670445,8.66,1,0.007018912097490813
19,lasso_raw,lasso,worst_perimeter,0.2,0,0.5947854118670445,8.66,1,0.007018912097490813
19,lasso_raw,lasso,worst_area,0.07,0,0.5947854118670445,8.66,1,0.007018912097490813
19,lasso_raw,lasso,worst_smoothness,0.975,1,0.5947854118670445,8.66,1,0.007018912097490813
19,lasso_raw,lasso,worst_compactness,0,0,0.5947854118670445,8.66,1,0.007018912097490813
19,lasso_raw,lasso,worst_concavity,0.62,0,0.5947854118670445,8.66,1,0.007018912097490813
19,lasso_raw,lasso,worst_concave_points,0.97,1,0.5947854118670445,8.66,1,0.007018912097490813
19,lasso_raw,lasso,worst_symmetry,0.915,1,0.5947854118670445,8.66,1,0.007018912097490813
19,lasso_raw,lasso,worst_fractal_dimension,0.035,0,0.5947854118670445,8.66,1,0.007018912097490813
19,enet_raw,enet,mean_radius,0.995,1,0.8151323198231393,20.08,0.5,0.00881616271537169
19,enet_raw,enet,mean_texture,0.93,1,0.8151323198231393,20.08,0.5,0.00881616271537169
19,enet_raw,enet,mean_perimeter,1,1,0.8151323198231393,20.08,0.5,0.00881616271537169
19,enet_raw,enet,mean_area,1,1,0.8151323198231393,20.08,0.5,0.00881616271537169
19,enet_raw,enet,mean_smoothness,0.15,0,0.8151323198231393,20.08,0.5,0.00881616271537169
19,enet_raw,enet,mean_compactness,0,0,0.8151323198231393,20.08,0.5,0.00881616271537169
19,enet_raw,enet,mean_concavity,0.955,1,0.8151323198231393,20.08,0.5,0.00881616271537169
19,enet_raw,enet,mean_concave_points,1,1,0.8151323198231393,20.08,0.5,0.00881616271537169
19,enet_raw,enet,mean_symmetry,0.09,0,0.8151323198231393,20.08,0.5,0.00881616271537169
19,enet_raw,enet,mean_fractal_dimension,0.5,0,0.8151323198231393,20.08,0.5,0.00881616271537169
19,enet_raw,enet,se_radius,1,1,0.8151323198231393,20.08,0.5,0.00881616271537169
19,enet_raw,enet,se_texture,0.43,0,0.8151323198231393,20.08,0.5,0.00881616271537169
19,enet_raw,enet,se_perimeter,0.53,0,0.8151323198231393,20.08,0.5,0.00881616271537169
19,enet_raw,enet,se_area,0.995,1,0.8151323198231393,20.08,0.5,0.00881616271537169
19,enet_raw,enet,se_smoothness,0.34,0,0.8151323198231393,20.08,0.5,0.00881616271537169
19,enet_raw,enet,se_compactness,0.765,1,0.8151323198231393,20.08,0.5,0.00881616271537169
19,enet_raw,enet,se_concavity,0.035,0,0.8151323198231393,20.08,0.5,0.00881616271537169
19,enet_raw,enet,se_concave_points,0.03,0,0.8151323198231393,20.08,0.5,0.00881616271537169
19,enet_raw,enet,se_symmetry,0.25,0,0.8151323198231393,20.08,0.5,0.00881616271537169
19,enet_raw,enet,se_fractal_dimension,0.83,1,0.8151323198231393,20.08,0.5,0.00881616271537169
19,enet_raw,enet,worst_radius,1,1,0.8151323198231393,20.08,0.5,0.00881616271537169
19,enet_raw,enet,worst_texture,1,1,0.8151323198231393,20.08,0.5,0.00881616271537169
19,enet_raw,enet,worst_perimeter,1,1,0.8151323198231393,20.08,0.5,0.00881616271537169
19,enet_raw,enet,worst_area,1,1,0.8151323198231393,20.08,0.5,0.00881616271537169
19,enet_raw,enet,worst_smoothness,1,1,0.8151323198231393,20.08,0.5,0.00881616271537169
19,enet_raw,enet,worst_compactness,0.045,0,0.8151323198231393,20.08,0.5,0.00881616271537169
19,enet_raw,enet,worst_concavity,1,1,0.8151323198231393,20.08,0.5,0.00881616271537169
19,enet_raw,enet,worst_concave_points,1,1,0.8151323198231393,20.08,0.5,0.00881616271537169
19,enet_raw,enet,worst_symmetry,0.985,1,0.8151323198231393,20.08,0.5,0.00881616271537169
19,enet_raw,enet,worst_fractal_dimension,0.225,0,0.8151323198231393,20.08,0.5,0.00881616271537169
20,lasso_raw,lasso,mean_radius,0.005,0,0.6625876572407184,7.75,1,0.017901463522378747
20,lasso_raw,lasso,mean_texture,0.475,0,0.6625876572407184,7.75,1,0.017901463522378747
20,lasso_raw,lasso,mean_perimeter,0,0,0.6625876572407184,7.75,1,0.017901463522378747
20,lasso_raw,lasso,mean_area,0,0,0.6625876572407184,7.75,1,0.017901463522378747
20,lasso_raw,lasso,mean_smoothness,0.005,0,0.6625876572407184,7.75,1,0.017901463522378747
20,lasso_raw,lasso,mean_compactness,0,0,0.6625876572407184,7.75,1,0.017901463522378747
20,lasso_raw,lasso,mean_concavity,0.12,0,0.6625876572407184,7.75,1,0.017901463522378747
20,lasso_raw,lasso,mean_concave_points,0.725,0,0.6625876572407184,7.75,1,0.017901463522378747
20,lasso_raw,lasso,mean_symmetry,0,0,0.6625876572407184,7.75,1,0.017901463522378747
20,lasso_raw,lasso,mean_fractal_dimension,0,0,0.6625876572407184,7.75,1,0.017901463522378747
20,lasso_raw,lasso,se_radius,0.745,0,0.6625876572407184,7.75,1,0.017901463522378747
20,lasso_raw,lasso,se_texture,0,0,0.6625876572407184,7.75,1,0.017901463522378747
20,lasso_raw,lasso,se_perimeter,0.01,0,0.6625876572407184,7.75,1,0.017901463522378747
20,lasso_raw,lasso,se_area,0,0,0.6625876572407184,7.75,1,0.017901463522378747
20,lasso_raw,lasso,se_smoothness,0.035,0,0.6625876572407184,7.75,1,0.017901463522378747
20,lasso_raw,lasso,se_compactness,0,0,0.6625876572407184,7.75,1,0.017901463522378747
20,lasso_raw,lasso,se_concavity,0,0,0.6625876572407184,7.75,1,0.017901463522378747
20,lasso_raw,lasso,se_concave_points,0,0,0.6625876572407184,7.75,1,0.017901463522378747
20,lasso_raw,lasso,se_symmetry,0,0,0.6625876572407184,7.75,1,0.017901463522378747
20,lasso_raw,lasso,se_fractal_dimension,0.115,0,0.6625876572407184,7.75,1,0.017901463522378747
20,lasso_raw,lasso,worst_radius,0.995,1,0.6625876572407184,7.75,1,0.017901463522378747
20,lasso_raw,lasso,worst_texture,0.99,1,0.6625876572407184,7.75,1,0.017901463522378747
20,lasso_raw,lasso,worst_perimeter,0.185,0,0.6625876572407184,7.75,1,0.017901463522378747
20,lasso_raw,lasso,worst_area,0,0,0.6625876572407184,7.75,1,0.017901463522378747
20,lasso_raw,lasso,worst_smoothness,0.87,1,0.6625876572407184,7.75,1,0.017901463522378747
20,lasso_raw,lasso,worst_compactness,0.005,0,0.6625876572407184,7.75,1,0.017901463522378747
20,lasso_raw,lasso,worst_concavity,0.65,0,0.6625876572407184,7.75,1,0.017901463522378747
20,lasso_raw,lasso,worst_concave_points,1,1,0.6625876572407184,7.75,1,0.017901463522378747
20,lasso_raw,lasso,worst_symmetry,0.82,1,0.6625876572407184,7.75,1,0.017901463522378747
20,lasso_raw,lasso,worst_fractal_dimension,0,0,0.6625876572407184,7.75,1,0.017901463522378747
20,enet_raw,enet,mean_radius,0.975,1,0.8160103833266211,21.315,0.5,0.007362916014245262
20,enet_raw,enet,mean_texture,0.955,1,0.8160103833266211,21.315,0.5,0.007362916014245262
20,enet_raw,enet,mean_perimeter,0.95,1,0.8160103833266211,21.315,0.5,0.007362916014245262
20,enet_raw,enet,mean_area,0.985,1,0.8160103833266211,21.315,0.5,0.007362916014245262
20,enet_raw,enet,mean_smoothness,0.19,0,0.8160103833266211,21.315,0.5,0.007362916014245262
20,enet_raw,enet,mean_compactness,0.03,0,0.8160103833266211,21.315,0.5,0.007362916014245262
20,enet_raw,enet,mean_concavity,0.94,1,0.8160103833266211,21.315,0.5,0.007362916014245262
20,enet_raw,enet,mean_concave_points,1,1,0.8160103833266211,21.315,0.5,0.007362916014245262
20,enet_raw,enet,mean_symmetry,0.165,0,0.8160103833266211,21.315,0.5,0.007362916014245262
20,enet_raw,enet,mean_fractal_dimension,0.735,0,0.8160103833266211,21.315,0.5,0.007362916014245262
20,enet_raw,enet,se_radius,1,1,0.8160103833266211,21.315,0.5,0.007362916014245262
20,enet_raw,enet,se_texture,0.45,0,0.8160103833266211,21.315,0.5,0.007362916014245262
20,enet_raw,enet,se_perimeter,0.845,1,0.8160103833266211,21.315,0.5,0.007362916014245262
20,enet_raw,enet,se_area,0.985,1,0.8160103833266211,21.315,0.5,0.007362916014245262
20,enet_raw,enet,se_smoothness,0.44,0,0.8160103833266211,21.315,0.5,0.007362916014245262
20,enet_raw,enet,se_compactness,0.86,1,0.8160103833266211,21.315,0.5,0.007362916014245262
20,enet_raw,enet,se_concavity,0.02,0,0.8160103833266211,21.315,0.5,0.007362916014245262
20,enet_raw,enet,se_concave_points,0.25,0,0.8160103833266211,21.315,0.5,0.007362916014245262
20,enet_raw,enet,se_symmetry,0.395,0,0.8160103833266211,21.315,0.5,0.007362916014245262
20,enet_raw,enet,se_fractal_dimension,0.975,1,0.8160103833266211,21.315,0.5,0.007362916014245262
20,enet_raw,enet,worst_radius,1,1,0.8160103833266211,21.315,0.5,0.007362916014245262
20,enet_raw,enet,worst_texture,1,1,0.8160103833266211,21.315,0.5,0.007362916014245262
20,enet_raw,enet,worst_perimeter,1,1,0.8160103833266211,21.315,0.5,0.007362916014245262
20,enet_raw,enet,worst_area,1,1,0.8160103833266211,21.315,0.5,0.007362916014245262
20,enet_raw,enet,worst_smoothness,0.995,1,0.8160103833266211,21.315,0.5,0.007362916014245262
20,enet_raw,enet,worst_compactness,0.035,0,0.8160103833266211,21.315,0.5,0.007362916014245262
20,enet_raw,enet,worst_concavity,1,1,0.8160103833266211,21.315,0.5,0.007362916014245262
20,enet_raw,enet,worst_concave_points,1,1,0.8160103833266211,21.315,0.5,0.007362916014245262
20,enet_raw,enet,worst_symmetry,0.995,1,0.8160103833266211,21.315,0.5,0.007362916014245262
20,enet_raw,enet,worst_fractal_dimension,0.145,0,0.8160103833266211,21.315,0.5,0.007362916014245262
21,lasso_raw,lasso,mean_radius,0.01,0,0.6175815001325206,7.07,1,0.01941125122536397
21,lasso_raw,lasso,mean_texture,0.375,0,0.6175815001325206,7.07,1,0.01941125122536397
21,lasso_raw,lasso,mean_perimeter,0.01,0,0.6175815001325206,7.07,1,0.01941125122536397
21,lasso_raw,lasso,mean_area,0,0,0.6175815001325206,7.07,1,0.01941125122536397
21,lasso_raw,lasso,mean_smoothness,0,0,0.6175815001325206,7.07,1,0.01941125122536397
21,lasso_raw,lasso,mean_compactness,0,0,0.6175815001325206,7.07,1,0.01941125122536397
21,lasso_raw,lasso,mean_concavity,0.11,0,0.6175815001325206,7.07,1,0.01941125122536397
21,lasso_raw,lasso,mean_concave_points,0.73,0,0.6175815001325206,7.07,1,0.01941125122536397
21,lasso_raw,lasso,mean_symmetry,0.03,0,0.6175815001325206,7.07,1,0.01941125122536397
21,lasso_raw,lasso,mean_fractal_dimension,0,0,0.6175815001325206,7.07,1,0.01941125122536397
21,lasso_raw,lasso,se_radius,0.585,0,0.6175815001325206,7.07,1,0.01941125122536397
21,lasso_raw,lasso,se_texture,0,0,0.6175815001325206,7.07,1,0.01941125122536397
21,lasso_raw,lasso,se_perimeter,0.01,0,0.6175815001325206,7.07,1,0.01941125122536397
21,lasso_raw,lasso,se_area,0.005,0,0.6175815001325206,7.07,1,0.01941125122536397
21,lasso_raw,lasso,se_smoothness,0.05,0,0.6175815001325206,7.07,1,0.01941125122536397
21,lasso_raw,lasso,se_compactness,0,0,0.6175815001325206,7.07,1,0.01941125122536397
21,lasso_raw,lasso,se_concavity,0,0,0.6175815001325206,7.07,1,0.01941125122536397
21,lasso_raw,lasso,se_concave_points,0,0,0.6175815001325206,7.07,1,0.01941125122536397
